OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFAParking,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),Electricity(kWh),NaturalGas(therms),NaturalGas(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2)
51,2019,SPS-District K-12,K-12 School,ECKSTEIN MIDDLE (SPS-DISTRICT),3003 NE 75TH ST,98115.0,4.0,NORTHEAST,47.68252,-122.29498,1950,2,,175565,0,,84.0,42.3,43.3,60.2,61.3,7772197,7598778,0,1614420,473160,59844,5984358,327.8,1.9
52,2019,NonResidential,Office,SALMON BAY CENTER 5305 & 5309,5305 SHILSHOLE AVE NW,98107.0,1.0,BALLARD,47.66587,-122.38476,1961,2,,94900,0,,8.0,137.3,138.2,300.0,301.0,6859256,6811598,0,4418253,1294916,23933,2393345,154.3,1.6
53,2019,NonResidential,Office,EL CENTRO DE LA RAZA,2524 16TH AVE S,98144.0,2.0,GREATER DUWAMISH,47.58034,-122.31132,1900,2,,52554,0,,79.0,45.7,46.6,73.7,74.7,2743523,2689138,0,866760,254033,18224,1822378,102.1,1.9
54,2019,NonResidential,K-12 School,BLANCHET HIGH SCHOOL,8200 WALLINGFORD AVE N,98103.0,1.0,NORTHWEST,47.68891,-122.33553,1954,3,,175015,0,,67.0,56.6,57.4,89.5,90.6,10047507,9905718,0,3007133,881340,68986,6898584,384.9,2.2
55,2019,NonResidential,Self-Storage Facility,VINE ST MINI STORAGE,11 VINE ST,98121.0,1.0,DOWNTOWN,47.61351,-122.35129,1911,3,,70586,0,,,35.9,36.2,77.3,77.4,2552518,2532612,0,1594760,467397,9379,937852,59.6,0.8
56,2019,NonResidential,Hotel,HILTON SEATTLE,1301 6TH AVE,98101.0,1.0,DOWNTOWN,47.60946,-122.33337,1969,24,,332210,205970,,96.0,42.2,42.1,90.4,89.7,14666158,14718438,0,9183166,2691432,55353,5535271,350.6,2.8
57,2019,NonResidential,Office,5TH & PINE,1513 5TH AVE,98101.0,1.0,DOWNTOWN,47.6113,-122.33659,1973,5,,88717,0,,77.0,51.9,51.7,145.3,144.6,8756892,8800143,0,8800142,2579174,0,0,54.2,0.6
59,2019,NonResidential,Office,GIBRALTAR TOWER,1518 3RD AVE,98101.0,1.0,DOWNTOWN,47.61048,-122.33794,1910,8,,59400,0,,,40.8,40.8,114.2,114.2,2242016,2242016,0,2242016,657097,0,0,13.8,0.2
60,2019,NonResidential,Mixed Use Property,MANN BUILDING/WILD GINGER/TRIPLE DOOR,1401 3RD AVE,98101.0,7.0,DOWNTOWN,47.60886,-122.33744,1926,2,,52549,0,,,346.4,345.9,516.2,514.8,18144234,18171332,0,4571626,1339867,135997,13599705,750.5,14.3
62,2019,NonResidential,Hotel,ROOSEVELT HOTEL (HOTEL THEODORE),1531 7TH AVE,98101.0,1.0,DOWNTOWN,47.61233,-122.33432,1930,20,,98634,10043,,56.0,84.8,84.7,176.1,175.9,7681574,7688554,2344210,4305767,1261948,10386,1038578,206.3,2.3
63,2019,Campus,Hotel,SHERATON GRAND SEATTLE - (Parent Building),1400 6TH AVE,98101.0,1.0,DOWNTOWN,47.61087,-122.33339,1982,34,,1083197,156583,,67.0,86.0,86.2,173.5,173.8,85750240,85508736,14278142,46025935,13489430,252047,25204670,2381.4,2.6
65,2019,NonResidential,Hotel,INN AT THE MARKET,86 PINE ST,98101.0,1.0,DOWNTOWN,47.60997,-122.34138,1985,7,,71150,13730,,98.0,87.1,86.9,183.0,182.5,4988638,4999147,0,3005347,880817,19938,1993800,124.4,2.2
66,2019,NonResidential,Hotel,MOORE HOTEL & THEATRE,1926 2ND AVE,98101.0,7.0,DOWNTOWN,47.61155,-122.34114,1908,7,,122810,0,,100.0,46.1,46.6,66.4,67.0,5981986,5914514,0,1322601,387632,45919,4591913,252.0,2.1
67,2019,NonResidential,Hotel,QUALITY INN & SUITES - SEATTLE,618 JOHN ST,98109.0,7.0,LAKE UNION,47.61986,-122.34413,1959,5,,113173,42546,,95.0,62.5,62.2,125.2,124.3,4392000,4414873,0,2404475,704711,20104,2010398,121.6,1.7
68,2019,NonResidential,Hotel,HOLIDAY INN - SEATTLE,211 DEXTER AVE N,98109.0,7.0,LAKE UNION,47.62001,-122.34274,2000,7,,150453,34735,,92.0,60.7,60.4,115.6,114.7,6988562,7025278,0,3428470,1004827,35968,3596807,212.2,1.8
69,2019,NonResidential,Hotel,FAIRFIELD INN,226 AURORA AVE N,98109.0,1.0,LAKE UNION,47.62025,-122.34314,1997,6,,116300,28200,,86.0,63.4,63.4,121.7,121.7,5610892,5610892,0,2787892,817084,28230,2823000,167.1,1.9
70,2019,NonResidential,Hotel,HOMEWOOD SUITES HOTEL - SEATTLE,206 WESTERN AVE W,98119.0,1.0,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951,1998,6,,155602,36744,,94.0,47.6,47.0,97.3,95.8,7318056,7399314,0,4208480,1233435,31908,3190833,195.4,1.6
73,2019,NonResidential,K-12 School,SEATTLE HEBREW ACADEMY,1617 INTERLAKEN DR E,98112.0,1.0,EAST,47.63442,-122.30793,1911,3,,56072,0,,54.0,63.3,65.1,83.5,85.4,3650135,3548614,0,546284,160107,30023,3002330,162.8,2.9
77,2019,NonResidential,Hotel,COMFORT SUITES SEATTLE CENTER,601 ROY ST,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62519,-122.34456,1999,4,,122942,44891,,98.0,52.6,52.6,108.5,108.5,4104580,4104580,0,2377927,696931,17267,1726653,106.4,1.4
82,2019,NonResidential,Office,WA DEPT OF SOCIAL & HEALTH SERVICES,1700 E CHERRY ST,98122.0,1.0,CENTRAL,47.60823,-122.30956,1962,2,,54984,0,,61.0,65.7,66.1,127.5,128.0,3636570,3610120,0,1838345,538788,17718,1771775,105.4,1.9
84,2019,NonResidential,Senior Care Community,PROVIDENCE MT ST VINCENT,4831 35TH AVE SW,98126.0,1.0,SOUTHWEST,47.55837,-122.37751,1922,5,,371257,74944,,35.0,162.2,164.4,235.9,238.3,48732556,48054288,0,11120390,3259200,369339,36933897,2030.1,6.9
316,2019,NonResidential,Hotel,SEATTLE WATERFRONT MARRIOTT,2100 ALASKAN WAY,98121.0,1.0,DOWNTOWN,47.61069,-122.34653,2003,8,,254273,38800,,35.0,107.4,107.1,198.8,198.0,27230572,27302520,0,12502097,3664155,148004,14800423,863.1,4.0
85,2019,NonResidential,Senior Care Community,FOSS HOME AND VILLAGE,13023 GREENWOOD AVE N,98133.0,5.0,NORTHWEST,47.72426,-122.35599,1970,2,,93397,0,,1.0,181.4,180.5,301.8,300.9,16859162,16942646,0,5940787,1741145,110019,11001859,620.9,6.6
86,2019,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,207 PONTIUS AVE N,98109.0,1.0,LAKE UNION,47.61988,-122.33211,2008,6,,84103,20732,,98.0,47.5,47.7,104.5,104.6,3020655,3012965,0,1974998,578839,10380,1037967,67.3,1.1
87,2019,SPS-District K-12,K-12 School,ARBOR HEIGHTS ELEMENTARY SCHOOL (SPS-DISTRICT),3701 SW 104TH ST,98146.0,1.0,SOUTHWEST,47.5097,-122.37759,2016,3,,78972,0,,97.0,22.4,22.3,36.4,36.6,2020176,2029770,0,1170805,343143,8590,858965,52.8,0.7
89,2019,NonResidential,Medical Office,POLYCLINIC MEDICAL OFFICE (NORTH & SOUTH),1200 HARVARD AVE,98122.0,1.0,EAST,47.61244,-122.3214,1965,3,,329489,150475,,61.0,95.9,96.2,189.1,189.4,17212696,17164508,0,9042653,2650250,81219,8121855,487.1,2.7
95,2019,NonResidential,Hotel,SORRENTO HOTEL,900 MADISON ST,98104.0,3.0,EAST,47.60898,-122.32693,1908,7,,76631,0,,75.0,88.8,88.9,149.3,148.5,6810728,6806784,0,2451985,718636,43548,4354799,246.4,3.2
96,2019,NonResidential,Mixed Use Property,PUGET SOUND BLOOD CENTER,921 TERRY AVE,98104.0,3.0,EAST,47.60845,-122.32637,1983,6,,99780,9341,,,187.8,187.8,421.3,420.0,14205690,14206169,4949060,9257111,2713104,0,0,320.2,3.5
100,2019,NonResidential,Office,CITY PLACE III (Obidos/Rufus),551 BOREN AVE N,98109.0,1.0,LAKE UNION,47.62424,-122.33646,2010,5,,438093,150726,,91.0,52.6,52.5,131.2,131.1,15096982,15112635,0,12469642,3654643,26430,2642993,217.2,0.8
102,2019,NonResidential,Hotel,MARRIOTT RESIDENCE INN,800 FAIRVIEW AVE N,98109.0,1.0,LAKE UNION,47.62642,-122.33325,1990,7,,282863,44766,,72.0,79.7,80.3,147.4,148.1,19175140,19025074,0,8702971,2550695,103221,10322101,601.9,2.5
104,2019,Nonresidential COS,Other,BAGLEY WRIGHT THEATER - SEATTLE CENTER,305 HARRISON ST,98109.0,1.0,MAGNOLIA / QUEEN ANNE,47.62141,-122.35086,1962,1,,91213,0,,,102.2,103.2,208.0,209.3,6710224,6643328,2910560,3504520,1027116,0,0,176.3,1.9
106,2019,Nonresidential COS,Other,ARMORY - SEATTLE CENTER,305 HARRISON ST,98109.0,1.0,MAGNOLIA / QUEEN ANNE,47.62141,-122.35086,1938,5,,396085,0,,,49.5,49.6,97.2,97.3,13817245,13790256,7235690,6554568,1921034,0,0,425.1,1.1
107,2019,NonResidential,Office,CITY PLACE IV (Ruby/Dawson),301 BOREN AVE N,98109.0,7.0,LAKE UNION,47.62112,-122.33629,2010,12,,571329,0,,88.0,59.2,59.2,147.7,147.7,37007820,37007820,0,30550021,8953699,64578,6457797,531.3,0.9
110,2019,Nonresidential COS,Social/Meeting Hall,EXHIBITION HALL - SEATTLE CENTER,301 MERCER ST,98109.0,1.0,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1962,2,,52000,0,,,68.2,68.8,150.9,151.6,3781674,3749896,1376730,2371746,695119,0,0,87.8,1.7
112,2019,Nonresidential COS,Performing Arts,MCCAW HALL - SEATTLE CENTER,225 MERCER ST,98109.0,1.0,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1928,2,,262048,0,,,68.9,69.2,147.0,147.9,20471548,20400130,5690960,12276919,3598159,4881,488070,404.1,1.5
113,2019,NonResidential,Office,KCTS 9,401 MERCER ST,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62391,-122.34837,1986,2,,66240,2352,,,73.8,73.8,206.6,206.6,4104100,4104100,0,4104100,1202843,0,0,25.3,0.4
114,2019,NonResidential,Office,BILL & MELINDA GATES FOUNDATION,500 5TH AVE N,98109.0,1.0,MAGNOLIA / QUEEN ANNE,47.62419,-122.34443,2010,6,,920598,303707,,82.0,52.4,51.9,118.3,117.3,38198728,38563992,0,26585796,7791851,119782,11978198,800.0,1.3
115,2019,NonResidential,Office,SCRIPPS BUILDING - 221 FIRST AVENUE WEST,221 1ST AVE W,98119.0,1.0,MAGNOLIA / QUEEN ANNE,47.62053,-122.35842,1970,4,,76213,25930,,70.0,59.7,59.6,139.3,139.2,3037215,3040440,0,2231915,654137,8085,808525,56.7,1.1
116,2019,NonResidential,Hotel,THE MEDITERRANEAN INN,425 QUEEN ANNE AVE N,98109.0,1.0,MAGNOLIA / QUEEN ANNE,47.62291,-122.35708,2002,6,,127200,45640,,72.0,66.2,65.7,119.6,118.3,5359433,5396104,0,2335920,684619,30602,3060185,176.9,2.2
117,2019,NonResidential,Hotel,UNIVERSITY INN,4140 ROOSEVELT WAY NE,98105.0,1.0,NORTHEAST,47.65772,-122.31756,1962,4,,71403,10450,,37.0,85.8,86.0,147.8,148.1,5244086,5228876,0,2010588,589270,32183,3218288,183.3,3.0
118,2019,SPS-District K-12,K-12 School,PATHFINDER/COOPER SCHOOL (SPS-DISTRICT),1901 SW GENESEE ST,98106.0,1.0,DELRIDGE NEIGHBORHOODS,47.5636,-122.358,1999,3,,75364,0,,78.0,30.4,30.8,70.6,71.3,2320871,2294123,0,1664781,487919,6293,629342,43.7,0.6
119,2019,NonResidential,K-12 School,ST JOSEPH K-8 SCHOOL,700 18TH AVE E,98112.0,1.0,EAST,47.62548,-122.30828,1923,3,,67743,0,,26.0,49.6,50.3,90.2,90.8,3405044,3362014,0,1473537,431869,18885,1888476,109.4,1.6
121,2019,NonResidential,Office,THE 2100 BUILDING,2100 24TH AVE S,98144.0,1.0,SOUTHEAST,47.58408,-122.30125,2003,3,,99433,35752,,51.0,82.9,83.4,232.1,233.4,5308034,5278960,0,5278961,1547175,0,0,32.5,0.5
122,2019,SPS-District K-12,K-12 School,MUIR ELEMENTARY SCHOOL(SPS-DISTRICT),3301 S HORTON ST,98144.0,1.0,SOUTHEAST,47.57324,-122.29058,1991,2,,60725,0,,47.0,34.0,34.5,95.2,96.6,2094302,2065346,0,2065346,605318,0,0,12.7,0.2
125,2019,SPS-District K-12,K-12 School,MERCER MIDDLE (SPS-DISTRICT),1600 S COLUMBIAN WAY,98108.0,1.0,GREATER DUWAMISH,47.56413,-122.31208,1957,1,,130862,0,,45.0,57.4,58.8,89.5,91.2,8187186,8000900,0,2320312,680045,56806,5680587,316.0,2.4
127,2019,SPS-District K-12,K-12 School,ORCA AT WHITWORTH ELEMENTARY SCHOOL (SPS-DISTRICT),5215 46TH AVE S,98118.0,2.0,SOUTHEAST,47.55478,-122.27596,1989,3,,59955,0,,72.0,26.4,26.4,69.0,68.8,1580610,1583226,0,1414316,414512,1689,168910,17.7,0.3
130,2019,SPS-District K-12,K-12 School,MCCLURE MIDDLE (SPS-DISTRICT),1915 1ST AVE W,98119.0,1.0,MAGNOLIA / QUEEN ANNE,47.63683,-122.35896,1964,2,,93218,0,,69.0,34.2,34.8,63.8,64.5,3246242,3187231,0,1488084,436132,16991,1699147,99.4,1.1
131,2019,NonResidential,Other,CENTURYLINK: LAKEVIEW MAIN,1208 NE 64TH ST,98115.0,1.0,NORTHEAST,47.67524,-122.31534,1941,4,,56521,0,,,103.4,103.4,289.4,289.4,5064914,5064914,0,5064913,1484441,0,0,31.2,0.6
132,2019,NonResidential,Supermarket/Grocery Store,ROOSEVELT SQUARE,6417 ROOSEVELT WAY NE,98115.0,1.0,NORTHEAST,47.67559,-122.31769,1929,2,,228385,100070,,91.0,124.4,123.8,317.6,315.8,16017432,16102757,0,13819136,4050157,22836,2283620,206.5,1.6
136,2019,NonResidential,Hotel,HOLIDAY INN EXPRESS - SEATTLE NORTH,14115 AURORA AVE N,98133.0,5.0,NORTHWEST,47.73141,-122.3458,2001,4,,51390,0,,84.0,79.0,79.0,133.3,133.3,4061002,4061002,0,1478988,433467,25820,2582014,146.2,2.8
137,2019,SPS-District K-12,K-12 School,BROADVIEW THOMSON K-8 (SPS-DISTRICT),13052 GREENWOOD AVE N,98133.0,1.0,NORTHWEST,47.72463,-122.35315,1963,2,,131013,0,,86.0,38.8,38.4,65.1,64.6,5060124,5121278,0,1836186,538155,32851,3285092,185.8,1.4
138,2019,SPS-District K-12,K-12 School,INGRAHAM HIGH (SPS-DISTRICT),1819 N 135TH ST,98133.0,1.0,NORTHWEST,47.7257,-122.33684,1959,1,,245587,0,,86.0,45.8,45.2,71.5,70.8,11641419,11794550,0,3442456,1008926,83521,8352095,464.8,1.9
139,2019,NonResidential,Hotel,7066-Seattle-Northgate,13300 STONE AVE N,98133.0,1.0,NORTHWEST,47.72529,-122.34115,2002,3,,69138,0,,93.0,36.6,36.6,74.7,74.6,2584346,2586172,0,1461172,428245,11250,1125000,68.8,1.0
140,2019,SPS-District K-12,K-12 School,B F DAY ELEMENTARY (SPS-DISTRICT),3921 LINDEN AVE N,98103.0,1.0,LAKE UNION,47.65464,-122.34912,1991,3,,66588,0,,100.0,6.6,6.6,18.4,18.4,437900,437900,0,437900,128341,0,0,2.7,0.0
141,2019,SPS-District K-12,K-12 School,HUGHES ELEMENTARY SCHOOL (SPS-DISTRICT),7740 34TH AVE SW,98126.0,1.0,DELRIDGE NEIGHBORHOODS,47.53284,-122.37493,1926,3,,44324,0,,,33.2,33.7,64.3,64.9,1594661,1569847,0,797395,233703,7725,772452,45.9,1.0
144,2019,NonResidential,Hotel,ALEXIS HOTEL,1007 1ST AVE,98104.0,1.0,DOWNTOWN,47.6048,-122.3368,1904,5,,190980,0,,99.0,33.4,33.6,77.1,77.5,6411578,6384354,0,4586093,1344107,17983,1798262,123.8,0.6
145,2019,Nonresidential COS,Mixed Use Property,BENAROYA HALL,1301 3RD AVE,98101.0,1.0,DOWNTOWN,47.60804,-122.3367,1998,6,,174000,0,,,97.3,97.4,207.7,207.0,16790196,16778070,6424176,9829634,2880901,5243,524261,430.0,2.5
