OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFAParking,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),Electricity(kWh),NaturalGas(therms),NaturalGas(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2)
16,2020,NonResidential,,W SEATTLE HOTEL,1112 4TH AVE,98101.0,1.0,DOWNTOWN,47.60738,-122.33362,1998,25,1,333176,61161,,88.0,48.4,48.6,118.6,118.8,15289689,15218298,1903845,12014553,3521264,12999,1299900,291.0,1.1
17,2020,NonResidential,,EXECUTIVE HOTEL PACIFIC,400 SPRING ST,98104.0,1.0,DOWNTOWN,47.60699,-122.33346,1928,9,1,65009,0,,78.0,62.1,62.2,99.1,99.5,4042917,4033868,1315934,1145568,335747,15724,1572366,198.8,3.1
18,2020,NonResidential,,CROWNE PLAZA,1113 6TH AVE,98101.0,1.0,DOWNTOWN,47.60809,-122.33212,1980,33,1,353111,57600,,98.0,40.2,40.2,96.1,96.1,11866220,11866220,0,9103895,2668199,27623,2762324,195.1,0.7
19,2020,NonResidential,,HOTEL VINTAGE PARK,1100 5TH AVE,98101.0,1.0,DOWNTOWN,47.60755,-122.33244,1922,11,1,92190,25200,,69.0,78.3,79.9,143.4,145.4,5387344,5279502,2495602,2137700,626524,6462,646200,252.8,3.8
21,2020,Nonresidential COS,,SEATTLE CENTRAL LIBRARY,1000 4TH AVE,98104.0,1.0,DOWNTOWN,47.60649,-122.33297,2004,11,1,412000,57000,,,40.4,40.2,111.6,110.8,14699644,14789810,350572,14439239,4231899,0,0,105.9,0.3
22,2020,NonResidential,,DOWNTOWN SEATTLE YMCA,909 4TH AVE,98104.0,7.0,DOWNTOWN,47.60546,-122.33279,1930,6,1,103911,0,,,78.8,80.3,160.1,161.9,8344982,8190442,3699885,4266249,1250366,2243,224310,341.7,3.3
23,2020,NonResidential,,RENAISSANCE MADISON HOTEL,515 MADISON ST,98104.0,7.0,DOWNTOWN,47.60681,-122.33078,1983,28,1,416281,85000,,91.0,52.6,52.6,119.0,119.0,18317354,18317354,0,12687952,3718626,56294,5629402,366.4,1.1
24,2020,NonResidential,,RAINIER CLUB (HISTORICAL LANDMARK),810 4TH AVE,98104.0,1.0,DOWNTOWN,47.60515,-122.33159,1907,5,1,57452,0,,,95.7,98.2,185.2,188.2,5641592,5495576,1466702,2655660,778329,13732,1373214,208.8,3.6
25,2020,NonResidential,,DOUBLE TREE ARCTIC CLUB HOTEL - SEATTLE,700 3RD AVE,98104.0,7.0,DOWNTOWN,47.60376,-122.33194,1916,10,1,104352,0,,96.0,46.8,46.8,109.6,109.6,4885903,4885903,1290818,3488511,1022424,1066,106573,131.4,1.3
26,2020,NonResidential,,KING COUNTY COURTHOUSE,516 3RD AVE,98104.0,1.0,DOWNTOWN,47.60265,-122.33051,1916,10,1,540360,0,,56.0,92.1,93.7,179.0,180.7,50314100,49447092,0,25269644,7406109,241774,24177450,1418.4,2.6
27,2020,NonResidential,,KING COUNTY CORRECTIONAL FACILITY,500 5TH AVE,98104.0,1.0,DOWNTOWN,47.60378,-122.32842,1985,19,1,385274,0,,,141.5,143.4,243.4,244.5,48664052,48006552,0,18382355,5387560,296242,29624197,1671.1,4.3
28,2020,SPS-District K-12,,GRAHAM HILL ELEMENTARY SCHOOL (SPS-DISTRICT),5101 S GRAHAM ST,98118.0,1.0,SOUTHEAST,47.54576,-122.26853,1961,2,1,56228,0,,97.0,22.3,23.3,42.7,43.8,1295812,1239939,0,615806,180482,6241,624133,36.4,0.6
29,2020,NonResidential,,WATERTOWN HOTEL,4242 ROOSEVELT WAY NE,98105.0,1.0,NORTHEAST,47.65958,-122.31738,2001,6,1,88592,30586,,99.0,38.9,38.9,90.1,90.1,2639236,2639236,0,1905602,558500,7336,733634,49.1,0.8
30,2020,NonResidential,,CORNISH (Main Campus Center),1000 LENORA ST,98121.0,7.0,DOWNTOWN,47.61816,-122.33629,1928,7,1,126593,0,,,71.7,74.5,137.8,140.6,9309587,8967604,0,4460044,1307164,45076,4507560,263.1,2.1
32,2020,NonResidential,,HOMEWOOD SUITES -SEATTLE - Hilton,1011 PIKE ST,98101.0,1.0,EAST,47.61301,-122.32929,1991,8,1,158676,30301,,95.0,49.0,49.0,105.6,105.6,7490082,7490082,0,4721062,1383664,27690,2769020,172.2,1.3
33,2020,NonResidential,,SPRINGHILL SUITES SEATTLE DOWNTOWN,1800 YALE AVE,98101.0,7.0,DOWNTOWN,47.61784,-122.32966,2001,10,1,171866,38281,,89.0,59.4,59.0,125.1,124.1,7605834,7650890,0,4626512,1355953,30244,3024378,185.2,1.4
34,2020,SPS-District K-12,,MEANY MIDDLE SCHOOL (SPS-DISTRICT),300 20TH AVE E,98112.0,3.0,SHARED: CENTRAL &amp; EAST,47.62266,-122.30547,1955,1,1,126351,0,,73.0,36.6,38.4,56.5,58.4,4582788,4359248,0,1232456,361212,31268,3126792,172.6,1.4
35,2020,NonResidential,,HOTEL FIVE,2200 5TH AVE,98121.0,1.0,DOWNTOWN,47.61558,-122.34186,1978,5,1,68410,16200,,94.0,47.4,47.4,109.8,109.8,2476286,2476286,0,1789339,524425,6869,686947,46.0,0.9
36,2020,SPS-District K-12,,JANE ADDAMS MIDDLE (SPS-DISTRICT),11031 34TH AVE NE,98125.0,1.0,NORTH,47.70994,-122.29301,1949,2,1,160645,0,,86.0,33.4,35.4,46.9,49.0,5891394,5559460,0,1121434,328674,44380,4438026,241.7,1.5
37,2020,SPS-District K-12,,JOHN HAY ELEMENTARY SCHOOL (SPS-DISTRICT),201 GARFIELD ST,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.6329,-122.35172,1989,2,1,51582,0,,85.0,21.7,22.4,60.8,62.7,1230532,1193924,0,1193924,349919,0,0,6.3,0.1
38,2020,NonResidential,,GOOD SHEPHERD CENTER,4649 SUNNYSIDE AVE N,98103.0,1.0,LAKE UNION,47.6641,-122.33118,1906,3,1,87262,0,,,50.9,54.0,73.3,76.6,4235196,3986917,0,892704,261636,30942,3094213,169.1,1.9
40,2020,NonResidential,,SILVER CLOUD INN UNIVERSITY,5036 25TH AVE NE,98105.0,1.0,NORTHEAST,47.66583,-122.29965,1994,4,1,81871,0,,90.0,58.4,59.2,114.0,114.9,4848676,4784965,0,2463959,722145,23210,2321006,136.4,1.7
41,2020,NonResidential,,2746 NE 45TH ST - PUBLIC STORAGE,2746 NE 45TH ST,98105.0,1.0,NORTHEAST,47.66172,-122.29598,1955,2,1,26225,0,,,7.1,7.1,18.0,18.0,324474,322116,0,274816,80544,473,47300,4.0,0.2
43,2020,Campus,,BOEING PLANT 2 ISAL  (BLDG 2-122)-North Boeing Field Campus,1135 S WEBSTER ST,98108.0,1.0,GREATER DUWAMISH,47.53493,-122.31788,1992,3,1,2026324,0,,,240.0,245.1,380.8,386.1,486754784,476672640,0,146105771,42821152,3305669,330566900,18333.3,9.0
50,2020,SPS-District K-12,,LAWTON ELEMENTARY SCHOOL (SPS-DISTRICT),4017 26TH AVE W,98199.0,7.0,MAGNOLIA / QUEEN ANNE,47.65671,-122.39047,1990,2,1,54986,0,,78.0,30.9,32.4,65.9,68.7,1708298,1625697,0,1006723,295054,6190,618974,38.2,0.7
51,2020,SPS-District K-12,,ECKSTEIN MIDDLE (SPS-DISTRICT),3003 NE 75TH ST,98115.0,4.0,NORTHEAST,47.68252,-122.29498,1950,2,1,175565,0,,94.0,35.0,37.3,46.1,48.5,6697212,6284415,0,961191,281709,53232,5323224,287.8,1.6
52,2020,NonResidential,,SALMON BAY CENTER 5305 & 5309,5305 SHILSHOLE AVE NW,98107.0,1.0,BALLARD,47.66587,-122.38476,1961,2,1,94900,0,,16.0,115.1,118.0,252.6,255.7,5856978,5712796,0,3734492,1094517,19783,1978305,124.9,1.3
53,2020,NonResidential,,EL CENTRO DE LA RAZA,2524 16TH AVE S,98144.0,2.0,GREATER DUWAMISH,47.58034,-122.31132,1900,2,1,52554,0,,76.0,49.7,52.1,77.2,79.7,3064764,2924790,0,843900,247333,20809,2080890,115.0,2.2
54,2020,NonResidential,,BLANCHET HIGH SCHOOL,8200 WALLINGFORD AVE N,98103.0,1.0,NORTHWEST,47.68891,-122.33553,1954,3,1,175015,0,,90.0,35.1,37.1,55.8,58.6,7052970,6664367,0,2062362,604444,46020,4602005,255.4,1.5
55,2020,NonResidential,,VINE ST MINI STORAGE,11 VINE ST,98121.0,1.0,DOWNTOWN,47.61351,-122.35129,1911,3,1,70586,0,,,25.7,26.3,55.1,55.8,1856567,1808823,0,1135566,332815,6733,673257,41.8,0.6
56,2020,NonResidential,,HILTON SEATTLE,1301 6TH AVE,98101.0,1.0,DOWNTOWN,47.60946,-122.33337,1969,24,1,332210,205970,,62.0,78.6,79.9,182.1,185.9,10086603,9917025,0,7188879,2106940,27281,2728144,183.1,1.5
57,2020,NonResidential,,5TH & PINE,1513 5TH AVE,98101.0,1.0,DOWNTOWN,47.6113,-122.33659,1973,5,1,88717,0,,77.0,40.1,40.1,112.4,112.4,6804418,6804418,0,6804419,1994261,0,0,36.2,0.4
58,2020,NonResidential,,CENTURY SQUARE RETAIL,1525 4TH AVE,98101.0,1.0,DOWNTOWN,47.61076,-122.33765,1920,2,1,57428,0,,,16.3,16.3,38.4,38.4,938320,938320,0,697601,204455,2407,240718,16.5,0.3
59,2020,NonResidential,,GIBRALTAR TOWER,1518 3RD AVE,98101.0,1.0,DOWNTOWN,47.61048,-122.33794,1910,8,1,59400,0,,,34.6,34.6,97.0,97.0,1904342,1904342,0,1904342,558131,0,0,10.1,0.2
60,2020,NonResidential,,MANN BUILDING/WILD GINGER/TRIPLE DOOR,1401 3RD AVE,98101.0,1.0,DOWNTOWN,47.60886,-122.33744,1926,2,1,52549,0,,,370.3,370.3,474.3,474.3,19424808,19424808,0,2563632,751358,168612,16861175,909.1,17.3
62,2020,NonResidential,,ROOSEVELT HOTEL (HOTEL THEODORE),1531 7TH AVE,98101.0,1.0,DOWNTOWN,47.61233,-122.33432,1930,20,1,98634,10043,,96.0,46.7,47.6,103.1,105.6,4317498,4236608,1138537,2701116,791652,3970,396956,130.0,1.5
63,2020,Campus,,SHERATON GRAND SEATTLE - (Parent Building),1400 6TH AVE,98101.0,1.0,DOWNTOWN,47.61087,-122.33339,1982,34,2,1083197,156583,,95.0,50.4,51.0,109.5,110.1,50691876,50137040,4327530,31763035,9309213,140465,14046472,1274.1,1.4
65,2020,NonResidential,,INN AT THE MARKET,86 PINE ST,98101.0,1.0,DOWNTOWN,47.60997,-122.34138,1985,7,1,71150,13730,,100.0,48.9,48.9,114.0,114.0,2806938,2806938,0,2057324,602967,7496,749614,50.8,0.9
66,2020,NonResidential,,MOORE HOTEL & THEATRE,1926 2ND AVE,98101.0,1.0,DOWNTOWN,47.61155,-122.34114,1908,7,1,122810,0,,,28.6,30.0,40.8,42.3,3681103,3509984,0,758861,222410,27511,2751122,150.1,1.2
68,2020,NonResidential,,HOLIDAY INN - SEATTLE,211 DEXTER AVE N,98109.0,7.0,LAKE UNION,47.62001,-122.34274,2000,7,1,150453,34735,,95.0,49.4,49.4,105.4,105.4,5710698,5710698,0,3543236,1038463,21675,2167461,134.0,1.2
69,2020,NonResidential,,FAIRFIELD INN,226 AURORA AVE N,98109.0,1.0,LAKE UNION,47.62025,-122.34314,1997,6,1,116300,28200,,100.0,22.0,22.0,54.5,54.5,1943357,1943357,0,1590458,466137,3529,352899,27.2,0.3
70,2020,NonResidential,,HOMEWOOD SUITES HOTEL - SEATTLE,206 WESTERN AVE W,98119.0,1.0,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951,1998,6,1,155602,36744,,16.0,72.2,72.2,174.7,174.7,8579944,8579944,0,6714652,1967952,18653,1865290,134.8,1.1
73,2020,NonResidential,,SEATTLE HEBREW ACADEMY,1617 INTERLAKEN DR E,98112.0,1.0,EAST,47.63442,-122.30793,1911,3,1,56072,0,,74.0,47.4,50.5,63.1,66.3,3387813,3179927,0,509974,149465,26700,2669953,144.5,2.6
77,2020,NonResidential,,FOUR POINTS SHERATON SEATTLE CENTER,601 ROY ST,98109.0,1.0,MAGNOLIA / QUEEN ANNE,47.62519,-122.34456,1999,4,1,122942,44891,,100.0,22.4,22.4,51.2,51.2,1747924,1747924,0,1233903,361636,5140,514021,33.9,0.4
82,2020,NonResidential,,WA DEPT OF SOCIAL & HEALTH SERVICES,1700 E CHERRY ST,98122.0,1.0,CENTRAL,47.60823,-122.30956,1962,2,1,54984,0,,76.0,46.7,47.9,100.9,102.2,2634336,2567317,0,1629873,477688,9374,937444,58.5,1.1
84,2020,NonResidential,,PROVIDENCE MT ST VINCENT,4831 35TH AVE SW,98126.0,1.0,SOUTHWEST,47.55837,-122.37751,1922,5,1,371257,74944,,54.0,141.3,145.3,205.5,209.7,43051288,41861036,0,9679189,2836808,321818,32181850,1760.6,5.9
85,2020,NonResidential,,FOSS HOME AND VILLAGE,13023 GREENWOOD AVE N,98133.0,1.0,NORTHWEST,47.72426,-122.35599,1970,2,1,93397,0,,1.0,141.8,141.8,247.1,247.1,13239139,13239139,0,5245974,1537507,79932,7993165,452.4,4.8
86,2020,NonResidential,,SCCA - ALLIANCE HOUSE,207 PONTIUS AVE N,98109.0,1.0,LAKE UNION,47.61988,-122.33211,2008,6,1,84103,20732,,99.0,41.0,41.5,91.8,92.3,2628300,2600290,0,1764377,517109,8359,835913,53.8,0.8
87,2020,SPS-District K-12,,ARBOR HEIGHTS ELEMENTARY SCHOOL (SPS-DISTRICT),3701 SW 104TH ST,98146.0,1.0,SOUTHWEST,47.5097,-122.37759,2016,3,1,78972,0,,98.0,24.6,25.8,34.9,36.6,2316838,2216724,0,1170669,343103,10461,1046055,61.8,0.8
89,2020,NonResidential,,POLYCLINIC MEDICAL OFFICE (NORTH & SOUTH),1200 HARVARD AVE,98122.0,1.0,EAST,47.61244,-122.3214,1965,3,2,329489,150475,,57.0,99.8,99.9,199.2,198.6,17892218,17867710,0,9654977,2829712,82127,8212732,487.5,2.7
95,2020,NonResidential,,SORRENTO HOTEL,900 MADISON ST,98104.0,1.0,EAST,47.60898,-122.32693,1908,7,1,76631,0,,98.0,47.8,47.8,93.3,93.3,3662811,3662811,0,1889801,553869,17730,1773010,104.2,1.4
96,2020,NonResidential,,PUGET SOUND BLOOD CENTER,921 TERRY AVE,98104.0,1.0,EAST,47.60845,-122.32637,1983,6,1,121099,24316,,45.0,142.3,143.0,319.1,318.7,13842886,13774797,4814700,8960096,2626054,0,0,447.3,4.6
102,2020,NonResidential,,MARRIOTT RESIDENCE INN,800 FAIRVIEW AVE N,98109.0,1.0,LAKE UNION,47.62642,-122.33325,1990,7,1,282863,44766,,87.0,62.8,64.0,121.4,122.7,15275659,14988940,0,7571382,2219045,74176,7417559,434.2,1.8
104,2020,Nonresidential COS,,BAGLEY WRIGHT THEATER - SEATTLE CENTER,305 HARRISON ST,98109.0,1.0,MAGNOLIA / QUEEN ANNE,47.62141,-122.35086,1962,1,1,65127,0,,,62.7,64.7,130.1,132.6,4208469,4075428,1846580,2225628,652294,0,0,165.1,2.5
106,2020,Nonresidential COS,,ARMORY - SEATTLE CENTER,305 HARRISON ST,98109.0,1.0,MAGNOLIA / QUEEN ANNE,47.62141,-122.35086,1938,5,1,396085,0,,,29.1,30.7,50.9,52.9,8556615,8107932,5332020,2775912,813573,0,0,457.4,1.2
110,2020,Nonresidential COS,,EXHIBITION HALL - SEATTLE CENTER,301 MERCER ST,98109.0,1.0,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1962,2,1,52000,0,,,96.4,96.4,176.8,176.8,5297496,5297496,3146160,2103906,616620,0,0,272.3,5.2
112,2020,Nonresidential COS,,MCCAW HALL - SEATTLE CENTER,225 MERCER ST,98109.0,1.0,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1928,2,1,262048,0,,,46.9,48.0,100.4,102.9,14215891,13878707,4697160,8293589,2430712,2363,236288,446.6,1.7
113,2020,NonResidential,,KCTS 9,401 MERCER ST,98109.0,1.0,MAGNOLIA / QUEEN ANNE,47.62391,-122.34837,1986,2,1,66240,2352,,,61.4,61.4,172.0,172.0,3417493,3417493,0,3417493,1001610,0,0,18.2,0.3
114,2020,NonResidential,,BILL & MELINDA GATES FOUNDATION,500 5TH AVE N,98109.0,1.0,MAGNOLIA / QUEEN ANNE,47.62419,-122.34443,2010,6,1,920598,303707,,87.0,50.9,51.9,106.3,107.4,38171516,37423532,0,22221097,6512631,152024,15202434,925.6,1.5
115,2020,NonResidential,,SCRIPPS BUILDING - 221 FIRST AVENUE WEST,221 1ST AVE W,98119.0,1.0,MAGNOLIA / QUEEN ANNE,47.62053,-122.35842,1970,4,1,76213,25930,,76.0,55.8,57.3,126.1,127.6,2920254,2844186,0,1963566,575488,8806,880620,57.2,1.1
116,2020,NonResidential,,THE MEDITERRANEAN INN,425 QUEEN ANNE AVE N,98109.0,1.0,MAGNOLIA / QUEEN ANNE,47.62291,-122.35708,2002,6,1,127200,45640,,96.0,42.2,42.2,84.7,84.7,3445236,3445236,0,1880658,551189,15646,1564578,93.1,1.1
117,2020,NonResidential,,UNIVERSITY INN,4140 ROOSEVELT WAY NE,98105.0,1.0,NORTHEAST,47.65772,-122.31756,1962,4,2,71403,10450,,84.0,51.1,51.1,95.3,95.3,3116731,3116731,0,1449567,424844,16672,1667164,96.3,1.6
118,2020,SPS-District K-12,,PATHFINDER/COOPER SCHOOL (SPS-DISTRICT),1901 SW GENESEE ST,98106.0,1.0,DELRIDGE NEIGHBORHOODS,47.5636,-122.358,1999,3,1,75364,0,,87.0,27.9,28.9,60.0,61.8,2181365,2099048,0,1325151,388379,7739,773897,48.1,0.6
119,2020,NonResidential,,ST JOSEPH K-8 SCHOOL,700 18TH AVE E,98112.0,1.0,EAST,47.62548,-122.30828,1923,3,1,67743,0,,79.0,25.4,26.4,49.7,50.8,1791003,1718670,0,892718,261641,8260,825952,48.6,0.7
120,2020,NonResidential,,HOLY NAMES ACADEMY,728 21ST AVE E,98112.0,1.0,EAST,47.62644,-122.30429,1908,6,1,168239,6725,,79.0,44.0,46.2,74.1,76.4,6798954,6473608,0,2347737,688082,41259,4125871,231.6,1.4
121,2020,NonResidential,,THE 2100 BUILDING,2100 24TH AVE S,98144.0,1.0,SOUTHEAST,47.58408,-122.30125,2003,3,1,99433,35752,,29.0,69.4,71.4,194.4,200.0,4549440,4421422,0,4421423,1295845,0,0,23.5,0.4
122,2020,SPS-District K-12,,MUIR ELEMENTARY SCHOOL(SPS-DISTRICT),3301 S HORTON ST,98144.0,1.0,SOUTHEAST,47.57324,-122.29058,1991,2,1,60725,0,,53.0,32.1,33.0,89.8,92.4,1934485,1879626,0,1879626,550887,0,0,10.0,0.2
125,2020,SPS-District K-12,,MERCER MIDDLE (SPS-DISTRICT),1600 S COLUMBIAN WAY,98108.0,1.0,GREATER DUWAMISH,47.56413,-122.31208,1957,1,1,130862,0,,65.0,50.1,53.2,71.3,75.1,7598980,7153594,0,1533767,449521,56198,5619827,306.6,2.3
127,2020,SPS-District K-12,,ORCA AT WHITWORTH ELEMENTARY SCHOOL (SPS-DISTRICT),5215 46TH AVE S,98118.0,2.0,SOUTHEAST,47.55478,-122.27596,1989,3,1,59955,0,,81.0,23.6,24.4,60.3,62.0,1460260,1414591,0,1217921,356952,1967,196670,16.9,0.3
130,2020,SPS-District K-12,,MCCLURE MIDDLE (SPS-DISTRICT),1915 1ST AVE W,98119.0,1.0,MAGNOLIA / QUEEN ANNE,47.63683,-122.35896,1964,2,1,93218,0,,85.0,28.9,30.4,49.7,51.2,2831527,2695586,0,1028356,301394,16672,1667231,94.0,1.0
131,2020,NonResidential,,CENTURYLINK: LAKEVIEW MAIN,1208 NE 64TH ST,98115.0,1.0,NORTHEAST,47.67524,-122.31534,1941,4,1,56521,0,,,94.0,94.0,263.2,263.2,4606176,4606176,0,4606176,1349993,0,0,24.5,0.4
132,2020,NonResidential,,ROOSEVELT SQUARE,6417 ROOSEVELT WAY NE,98115.0,1.0,NORTHEAST,47.67559,-122.31769,1929,2,1,228385,100070,,94.0,104.7,105.1,272.6,273.0,13604979,13552214,0,12022035,3523457,15302,1530179,145.2,1.1
136,2020,NonResidential,,HOLIDAY INN EXPRESS - SEATTLE NORTH,14115 AURORA AVE N,98133.0,1.0,NORTHWEST,47.73141,-122.3458,2001,4,1,51390,0,,98.0,49.6,49.6,92.0,92.0,2547662,2547662,0,1174384,344192,13733,1373278,79.2,1.5
137,2020,SPS-District K-12,,BROADVIEW THOMSON K-8 (SPS-DISTRICT),13052 GREENWOOD AVE N,98133.0,1.0,NORTHWEST,47.72463,-122.35315,1963,2,1,131013,0,,91.0,36.6,37.1,56.0,56.5,4921205,4858658,0,1328980,389502,35297,3529677,194.5,1.5
138,2020,SPS-District K-12,,INGRAHAM HIGH (SPS-DISTRICT),1819 N 135TH ST,98133.0,1.0,NORTHWEST,47.7257,-122.33684,1959,1,1,245587,0,,91.0,42.2,42.9,61.9,62.6,11559216,11372792,0,2704890,792758,86679,8667902,474.7,1.9
139,2020,NonResidential,,7066-Seattle-Northgate,13300 STONE AVE N,98133.0,1.0,NORTHWEST,47.72529,-122.34115,2002,3,1,69138,0,,92.0,36.4,36.4,76.3,76.4,2572611,2567118,0,1537318,450562,10298,1029800,62.9,0.9
140,2020,SPS-District K-12,,B F DAY ELEMENTARY (SPS-DISTRICT),3921 LINDEN AVE N,98103.0,1.0,LAKE UNION,47.65464,-122.34912,1991,3,1,66588,0,,71.0,27.7,27.7,77.6,77.6,1806970,1806970,0,1806970,529593,0,0,9.6,0.1
141,2020,SPS-District K-12,,HUGHES ELEMENTARY SCHOOL (SPS-DISTRICT),7740 34TH AVE SW,98126.0,1.0,DELRIDGE NEIGHBORHOODS,47.53284,-122.37493,1926,3,0,44324,0,,,28.1,29.5,57.6,59.6,1499074,1426613,0,813684,238477,6129,612929,36.9,0.8
142,2020,NonResidential,,SEATTLE PACIFIC UNIVERSITY - Royal Brougham Pavilion,3414 3RD AVE W,98119.0,1.0,MAGNOLIA / QUEEN ANNE,47.65115,-122.36037,1927,2,0,82746,0,,,76.4,80.0,145.2,149.0,6623504,6320574,0,3073107,900676,32475,3247467,188.8,2.3
144,2020,NonResidential,,ALEXIS HOTEL,1007 1ST AVE,98104.0,1.0,DOWNTOWN,47.6048,-122.3368,1904,5,2,182237,13200,,100.0,16.6,16.8,39.3,39.7,3205018,3177040,0,2378165,697000,7989,798875,55.1,0.3
145,2020,Nonresidential COS,,BENAROYA HALL,1301 3RD AVE,98101.0,1.0,DOWNTOWN,47.60804,-122.3367,1998,6,1,174000,0,,,60.3,61.1,132.2,133.1,10529439,10396470,3809802,6448967,1890084,1377,137701,357.8,2.1
147,2020,Campus,,SWEDISH MEDICAL CENTER BALLARD - CAMPUS,5300 TALLMAN AVE NW,98107.0,1.0,BALLARD,47.66737,-122.37956,1954,5,2,451526,148865,,56.0,183.1,181.9,364.2,360.8,55053696,55424472,0,29730455,8713498,256940,25694016,1522.7,5.0
163,2020,Nonresidential COS,,FIRE STATION 10/FAC/EOC,400 S WASHINGTON ST,98104.0,1.0,DOWNTOWN,47.60102,-122.32873,2006,4,1,61156,0,,,140.7,141.7,337.2,336.5,8211929,8155646,0,6274265,1838882,18814,1881380,133.3,2.2
167,2020,NonResidential,,WING LUKE MUSEUM/KONG YICK BLDG.,719 S KING ST,98104.0,1.0,DOWNTOWN,47.59809,-122.32283,1910,4,1,72820,13820,,,22.1,22.6,49.7,50.3,1310425,1279413,0,879761,257843,3997,399652,25.9,0.4
