OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity
31,2016,NonResidential,Other,Seattle Honda,1015 & 1017 Olive Way,98101.0,7.0,DOWNTOWN,47.615,-122.33081000000001,1930.0,1.0,2.0,67224,0.0,Automobile Dealership,Automobile Dealership,67224.0,,,,,,,19.5,19.5,61.20000076,61.20000076,1310236.625,1310236.625,0.0,384008.3125,1310236.0,0.0,0.0,False,Compliant,,9.13,0.14
32,2016,NonResidential,Hotel,Homewood Suites,1011 Pike ST,98101.0,7.0,EAST,47.613009999999996,-122.32928999999999,1991.0,1.0,8.0,158676,30301.0,"Hotel, Parking, Retail Store, Swimming Pool",Hotel,112676.0,Parking,42000.0,Retail Store,4500.0,,,45.5,46.29999924,58.0,58.79999924,5328051.5,5424942.0,0.0,167733.5,572307.0,47557.44922,4755745.0,False,Compliant,,256.57,1.62
33,2016,NonResidential,Hotel,Marriott Springhill Suites (33),1800 Yale Ave,98101.0,7.0,DOWNTOWN,47.61784,-122.32966,2001.0,1.0,10.0,171866,38281.0,Hotel,Hotel,128909.0,,,,,,57.0,85.80000305,86.69999695,181.1000061,180.6000061,11061916.0,11171407.0,0.0,1644403.75,5610706.0,54512.09766,5451210.0,False,Compliant,,328.63,1.91
35,2016,NonResidential,Hotel,Hotel Five,2200 5th ave,98121.0,7.0,DOWNTOWN,47.61558,-122.34186000000001,1978.0,1.0,5.0,68410,16200.0,Hotel,Hotel,47994.0,,,,,,57.0,92.90000153,95.0,199.6999969,206.3000031,4456714.5,4557974.0,0.0,687675.625,2346349.0,21103.65039,2110365.0,False,Compliant,,128.44,1.88
36,2016,SPS-District K-12,K-12 School,Jane Addams Middle,11051 34th Ave. N.E.,98125.0,5.0,NORTH,47.70994,-122.29301000000001,1949.0,1.0,2.0,160645,0.0,K-12 School,K-12 School,164229.0,,,,,,75.0,41.29999924,47.5,68.09999847,75.69999695,6779173.0,7800349.5,0.0,570809.1875,1947601.0,48315.71875,4831572.0,True,Error - Correct Default Data,,270.18,1.68
38,2016,NonResidential,Small- and Mid-Sized Office,Good Shepherd Center,4649 Sunnyside Ave. N.,98070.0,4.0,LAKE UNION,47.6641,-122.33118,1906.0,1.0,3.0,87262,0.0,"K-12 School, Multifamily Housing, Office, Other - Entertainment/Public Assembly",Office,40943.0,K-12 School,18153.0,Other - Entertainment/Public Assembly,4307.0,,,61.5,69.80000305,106.5,115.90000149999999,4145920.5,4703690.0,0.0,396495.6875,1352843.0,27930.77148,2793077.0,False,Compliant,,157.77,1.81
40,2016,NonResidential,Hotel,Silver Cloud University,5036 25th Ave NE,98105.0,4.0,NORTHEAST,47.66583,-122.29965,1994.0,1.0,4.0,81871,0.0,Hotel,Hotel,81871.0,,,,,,29.0,81.5,82.19999695,162.5,164.8999939,6668568.5,6731281.5,0.0,884056.0,3016399.0,36521.69141,3652169.0,False,Compliant,,215.0,2.63
41,2016,NonResidential,Self-Storage Facility,08781-University Village,2746 Ne 45th St Suite 100,98105.0,4.0,NORTHEAST,47.66172,-122.29598,1955.0,1.0,2.0,110356,0.0,Self-Storage Facility,Self-Storage Facility,26225.0,,,,,,,12.10000038,12.39999962,35.20000076,35.5,318364.8125,326223.0938,0.0,82434.0,281265.0,371.0,37100.0,False,Compliant,,3.93,0.04
43,2016,Campus,Mixed Use Property,Plant 2 Site,7755 E MARGINAL WAY S,98108.0,2.0,GREATER DUWAMISH,47.534929999999996,-122.31788,1992.0,1.0,3.0,494835,0.0,"Energy/Power Station, Laboratory, Manufacturing/Industrial Plant, Non-Refrigerated Warehouse, Office",Office,757027.0,Laboratory,639931.0,Non-Refrigerated Warehouse,459748.0,,8.0,221.6999969,233.10000609999997,388.2000122,400.2999878,448385312.0,471613856.0,0.0,44102076.0,150476283.0,2979090.0,297909000.0,False,Compliant,,16870.98,34.09
46,2016,NonResidential,Warehouse,Seattle 11-13,3301 S NORFOLK ST,98118.0,2.0,GREATER DUWAMISH,47.511379999999996,-122.28875,1961.0,3.0,2.0,714095,0.0,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Non-Refrigerated Warehouse,616000.0,Refrigerated Warehouse,276000.0,Office,71000.0,,,46.40000153,45.79999924,145.8999939,143.8000031,44731160.0,44110016.0,0.0,13109951.0,44731153.0,0.0,0.0,False,Compliant,,311.84,0.44
50,2016,SPS-District K-12,K-12 School,Lawton Elementary,4000 27th Ave. W.,98199.0,7.0,MAGNOLIA / QUEEN ANNE,47.65671,-122.39047,1990.0,1.0,2.0,54986,0.0,K-12 School,K-12 School,54986.0,,,,,2016,97.0,30.0,32.79999924,77.80000305,83.19999695,1650279.25,1802471.375,0.0,356855.0,1217589.0,4326.897461,432690.0,False,Compliant,,31.47,0.57
51,2016,SPS-District K-12,K-12 School,Eckstein Middle,3003 N.E. 75th St.,98115.0,4.0,NORTHEAST,47.682520000000004,-122.29498000000001,1950.0,1.0,2.0,175565,0.0,K-12 School,K-12 School,182861.0,,,,,,88.0,35.0,40.09999847,55.0,60.40000153,6399127.5,7329817.5,0.0,468840.5,1599684.0,47994.43359,4799443.0,True,Error - Correct Default Data,,266.05,1.52
52,2016,NonResidential,Small- and Mid-Sized Office,SBC52,5305 Shilshole Ave NW,98107.0,6.0,BALLARD,47.66587,-122.38476000000001,1961.0,1.0,2.0,94900,0.0,"Non-Refrigerated Warehouse, Office",Office,55586.0,Non-Refrigerated Warehouse,39314.0,,,,57.0,65.19999695,68.90000153,163.0,165.8999939,6186461.5,6536359.5,0.0,1257791.75,4291585.0,18948.75977,1894876.0,False,Compliant,,130.56,1.38
53,2016,NonResidential,Small- and Mid-Sized Office,El Centro de la Raza,2524 16th Ave S,98144.0,2.0,GREATER DUWAMISH,47.58034,-122.31132,1900.0,1.0,2.0,52554,0.0,"Office, Other - Education",Office,51029.0,Other - Education,7849.0,,,,83.0,50.09999847,53.5,108.6999969,112.3000031,2951331.25,3150635.5,0.0,462998.0,1579749.0,13715.82031,1371582.0,False,Compliant,,83.86,1.6
54,2016,NonResidential,K-12 School,Blanchet High School,8200 Wallingford Ave. N,98103.0,6.0,NORTHWEST,47.68891,-122.33553,1954.0,1.0,3.0,175015,0.0,K-12 School,K-12 School,175015.0,,,,,,95.0,40.0,45.09999847,74.0,80.40000153,6994740.5,7886505.5,0.0,785386.6875,2679739.0,43150.00781,4315001.0,False,Compliant,,247.85,1.42
55,2016,NonResidential,Self-Storage Facility,Vine Street,11 Vine Street,98121.0,7.0,DOWNTOWN,47.61351,-122.35128999999999,1911.0,1.0,3.0,70586,0.0,"Office, Self-Storage Facility, Vocational School",Self-Storage Facility,38439.0,Vocational School,28197.0,Office,3859.0,,,30.60000038,33.09999847,76.59999847,79.19999695,2158629.0,2331573.25,0.0,439691.9063,1500229.0,6584.0,658400.0,False,Compliant,,45.43,0.64
56,2016,NonResidential,Hotel,Seattle Hilton Hotel,1301 Sixth Ave,98101.0,7.0,DOWNTOWN,47.60946,-122.33337,1969.0,1.0,24.0,332210,205970.0,Hotel,Hotel,348630.0,,,,,,67.0,46.40000153,46.40000153,121.8000031,121.8000031,16163194.0,16163194.0,0.0,3576906.75,12204406.0,39587.86719,3958787.0,False,Compliant,,295.33,0.89
57,2016,NonResidential,Large Office,5th and Pine,413 Pine Street,98101.0,7.0,DOWNTOWN,47.6113,-122.33658999999999,1973.0,1.0,5.0,168115,0.0,"Data Center, Office, Retail Store",Office,103362.0,Retail Store,65676.0,Data Center,493.0,2016,78.0,56.29999924,56.29999924,176.6000061,176.6000061,9536161.0,9536161.0,0.0,2794888.75,9536160.0,0.0,0.0,False,Compliant,,66.48,0.4
58,2016,NonResidential,Other,1525 4th Avenue,1525 4th Ave,98101.0,7.0,DOWNTOWN,47.61076,-122.33765,1920.0,1.0,2.0,57428,0.0,"Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc)",Other - Mall,51747.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5681.0,,,,,21.70000076,21.60000038,48.79999924,48.40000153,1247362.0,1239429.75,0.0,209536.5938,714939.0,5324.230469,532423.0,False,Compliant,,33.26,0.58
59,2016,NonResidential,Small- and Mid-Sized Office,Gibraltar Tower,1520 3rd Ave,98101.0,7.0,DOWNTOWN,47.610479999999995,-122.33793999999999,1910.0,1.0,8.0,59400,0.0,"Office, Retail Store",Office,34947.0,Retail Store,4993.0,,,,14.0,85.40000153,88.30000305,398.7000122,412.2000122,5071974.0,5242479.5,0.0,1486510.375,5071973.0,0.0,0.0,False,Compliant,,35.36,0.6
60,2016,NonResidential,Mixed Use Property,Mann Building,1401 3rd Avenue,98101.0,7.0,DOWNTOWN,47.60886,-122.33743999999999,1926.0,1.0,2.0,52549,0.0,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,23500.0,Restaurant,23500.0,Office,5459.0,,,286.39999389999997,299.0,485.29998780000005,495.5,15026196.0,15683742.0,0.0,1357696.125,4632459.0,103937.3672,10393737.0,False,Compliant,,584.31,11.12
62,2016,NonResidential,Hotel,Roosevelt Hotel,1531 7th Ave,98101.0,7.0,DOWNTOWN,47.61233,-122.33431999999999,1930.0,1.0,20.0,98634,10043.0,"Hotel, Parking, Restaurant",Hotel,83591.0,Parking,10043.0,Restaurant,5000.0,,71.0,54.59999847,57.29999924,158.6000061,167.0,4841347.5,5078816.0,0.0,1257344.25,4290059.0,5512.879883,551288.0,False,Compliant,,59.19,0.6
63,2016,NonResidential,Hotel,Sheraton Seattle Hotel,1400 6th Avenue,98101.0,7.0,DOWNTOWN,47.61087,-122.33339,1982.0,1.0,34.0,994212,146694.0,"Hotel, Parking, Swimming Pool",Hotel,994212.0,Parking,117668.0,Swimming Pool,0.0,,63.0,80.90000153,82.80000305,182.5,184.5,80469216.0,82318072.0,11598686.0,13348631.0,45545529.0,233249.9219,23324992.0,False,Compliant,,2451.58,2.47
65,2016,NonResidential,Hotel,Inn at the Market,86 Pine St,98101.0,7.0,DOWNTOWN,47.609970000000004,-122.34138,1985.0,1.0,7.0,71150,0.0,"Hotel, Parking, Restaurant, Retail Store",Hotel,41340.0,Parking,13730.0,Retail Store,9604.0,,98.0,93.09999847,93.09999847,215.89999390000003,215.89999390000003,5348309.0,5348309.0,0.0,950732.8125,3243900.0,21044.08008,2104408.0,False,Compliant,,134.38,1.89
66,2016,NonResidential,Hotel,Moore Hotel INC,1926 2nd Ave,98101.0,7.0,DOWNTOWN,47.61155,-122.34114,1908.0,1.0,7.0,122810,0.0,"Hotel, Other - Entertainment/Public Assembly, Retail Store",Hotel,88360.0,Other - Entertainment/Public Assembly,26450.0,Retail Store,8000.0,,99.0,44.0,49.59999847,68.19999695,74.09999847,5401277.5,6088417.5,0.0,379121.0938,1293561.0,41077.16016,4107716.0,False,Compliant,,227.18,1.85
67,2016,NonResidential,Hotel,QUALITY INN,618 JOHN ST,98109.0,7.0,LAKE UNION,47.619859999999996,-122.34413,1959.0,1.0,5.0,113173,42546.0,"Hotel, Parking",Hotel,70627.0,Parking,42546.0,,,,86.0,74.80000305,76.90000153,165.6999969,172.1000061,5284343.5,5428403.5,0.0,863036.3125,2944680.0,23396.62891,2339663.0,False,Compliant,,144.79,1.28
68,2016,NonResidential,Hotel,Rainier Hospitality,211 Dexter Ave N,98109.0,7.0,LAKE UNION,47.62001,-122.34273999999999,2000.0,1.0,7.0,150453,34735.0,Hotel,Hotel,107547.0,Restaurant,3000.0,,,2014,84.0,60.70000076,61.79999924,128.0,129.8000031,6715187.0,6835263.5,0.0,995342.5,3396109.0,33190.77734,3319078.0,False,Compliant,,199.95,1.33
69,2016,NonResidential,Hotel,Sequim Lodging Corp,226 Aurora Ave N,98109.0,7.0,LAKE UNION,47.62025,-122.34313999999999,1997.0,1.0,6.0,116300,28200.0,Hotel,Hotel,88490.0,Parking,28300.0,,,,80.0,65.90000153,67.09999847,144.5,147.1000061,5827595.5,5941927.0,0.0,934483.3125,3188457.0,26391.38086,2639138.0,False,Compliant,,162.39,1.4
70,2016,NonResidential,Hotel,Homewood Suites by Hilton Seattle Downtonw,206 Western Ave West,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951000000001,1998.0,1.0,6.0,155602,36744.0,Hotel,Hotel,155602.0,,,,,,81.0,43.90000153,44.0,107.40000149999999,107.59999850000001,6836900.0,6849826.5,0.0,1336148.125,4558937.0,22779.61914,2277962.0,False,Compliant,,152.76,0.98
73,2016,NonResidential,K-12 School,Seattle Hebrew Academy,1617 Interlaken Drive East,98136.0,3.0,EAST,47.63442,-122.30793,1911.0,1.0,3.0,56072,0.0,K-12 School,K-12 School,56072.0,,,,,,76.0,57.70000076,67.80000305,81.09999847,92.69999695,3234787.75,3800842.5,0.0,161743.0938,551867.0,26829.20117,2682920.0,False,Compliant,,146.34,2.61
77,2016,NonResidential,Hotel,Comfort Suites Seattle Center,601 Roy St,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62519,-122.34456000000002,1999.0,1.0,4.0,122942,44891.0,"Hotel, Parking",Hotel,78051.0,Parking,44891.0,,,,94.0,68.40000153,69.0,136.6999969,138.6999969,5337334.0,5387530.0,0.0,710354.5,2423730.0,29136.039060000003,2913604.0,False,Compliant,,171.64,1.4
82,2016,NonResidential,Small- and Mid-Sized Office,Dept of Social & Health Services,1700 E. Cherry St,98122.0,3.0,CENTRAL,47.60823,-122.30956,1962.0,1.0,2.0,54984,0.0,Office,Office,54984.0,,,,,,71.0,61.40000153,66.0,139.6000061,144.5,3375211.0,3630147.25,0.0,579786.0,1978230.0,13969.80957,1396981.0,False,Compliant,,87.98,1.6
84,2016,NonResidential,Senior Care Community,PSSA - The Mount,4831 35th Ave SW,98126.0,1.0,SOUTHWEST,47.558370000000004,-122.37751000000002,1922.0,1.0,5.0,217603,0.0,"Parking, Senior Care Community",Senior Care Community,296313.0,Parking,0.0,,,,54.0,144.3999939,153.6999969,235.0,244.8000031,42792072.0,45547252.0,0.0,3465642.5,11824772.0,309673.0,30967300.0,False,Compliant,,1727.11,7.94
85,2016,NonResidential,Senior Care Community,Foss Home and Village,13023 Greenwood Ave. N,98133.0,5.0,NORTHWEST,47.72426,-122.35598999999999,1970.0,1.0,2.0,93397,0.0,Senior Care Community,Senior Care Community,93397.0,,,,,,1.0,175.6000061,181.6000061,311.5,320.0,16402563.0,16959754.0,0.0,1664565.75,5679498.0,107230.6406,10723064.0,False,Compliant,,609.1,6.52
86,2016,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,207 Pontius Ave N,98109.0,7.0,LAKE UNION,47.61988,-122.33211000000001,2008.0,1.0,6.0,84103,20732.0,"Hotel, Parking",Hotel,63371.0,Parking,20732.0,,,,74.0,58.5,59.79999924,154.1999969,156.6999969,3706100.25,3787499.0,0.0,824351.625,2812688.0,8934.120117,893412.0,False,Compliant,,67.06,0.8
89,2016,NonResidential,Medical Office,Polyclinic North && South,1200 Harvard Ave,98122.0,3.0,EAST,47.61244,-122.3214,1965.0,0.0,3.0,179014,0.0,Medical Office,Medical Office,179014.0,,,,,,48.0,93.30000305,92.30000305,213.39999390000003,210.3000031,16701055.0,16527711.0,0.0,2897562.75,9886484.0,68145.70313,6814570.0,False,Compliant,,430.84,2.41
95,2016,NonResidential,Hotel,Sorrento Hotel,900 Madison St.,98104.0,3.0,EAST,47.608979999999995,-122.32693,1908.0,1.0,7.0,76631,0.0,Hotel,Hotel,76631.0,,,,,,71.0,94.69999695,94.59999847,172.0,171.6999969,7258758.5,7250730.5,0.0,779819.0,2660742.0,45980.16016,4598016.0,False,Compliant,,262.75,3.43
96,2016,NonResidential,Mixed Use Property,Central Seattle,921 Terry Ave.,98104.0,3.0,EAST,47.60845,-122.32637,1983.0,1.0,6.0,99780,9341.0,"Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",Medical Office,40174.0,Parking,20868.0,Office,17020.0,,,204.5,207.3000031,505.79998780000005,504.29998780000005,15473117.0,15684371.0,5327802.5,2973421.25,10145313.0,0.0,0.0,False,Compliant,,481.97,4.83
